machine_id,shift_date,shift,planned_time_mins,actual_run_time_mins,good_units,total_units,downtime_mins,downtime_reason,availability,quality,oee
M02,2025-02-13,Day,480,372,827,852,108,Planned Maintenance,0.775,0.9707,0.7523
M02,2025-02-13,Night,480,396,737,881,84,Quality Check Hold,0.825,0.8365,0.6901
M03,2025-02-13,Day,480,444,745,932,36,None,0.925,0.7994,0.7394
M03,2025-02-13,Night,480,442,750,1001,38,Planned Maintenance,0.9208,0.7493,0.69
M04,2025-02-13,Day,480,423,574,734,57,Material Shortage,0.8812,0.782,0.6891
M04,2025-02-13,Night,480,413,613,818,67,Mechanical Failure,0.8604,0.7494,0.6448
M05,2025-02-13,Day,480,378,873,882,102,Operator Break,0.7875,0.9898,0.7795
M05,2025-02-13,Night,480,360,756,826,120,Mechanical Failure,0.75,0.9153,0.6865
M06,2025-02-13,Day,480,379,647,820,101,Operator Break,0.7896,0.789,0.623
M06,2025-02-13,Night,480,425,636,848,55,Operator Break,0.8854,0.75,0.664
M07,2025-02-13,Day,480,434,656,875,46,Electrical Fault,0.9042,0.7497,0.6779
M07,2025-02-13,Night,480,403,576,768,77,Quality Check Hold,0.8396,0.75,0.6297
M08,2025-02-13,Day,480,401,872,935,79,None,0.8354,0.9326,0.7791
M08,2025-02-13,Night,480,357,739,747,123,Operator Break,0.7438,0.9893,0.7358
M01,2025-02-14,Day,480,420,832,861,60,Material Shortage,0.875,0.9663,0.8455
M02,2025-02-14,Day,480,431,775,851,49,Quality Check Hold,0.8979,0.9107,0.8177
M02,2025-02-14,Night,480,400,572,706,80,Planned Maintenance,0.8333,0.8102,0.6751
M03,2025-02-14,Day,480,370,710,738,110,Operator Break,0.7708,0.9621,0.7416
M03,2025-02-14,Night,480,458,669,892,22,Mechanical Failure,0.9542,0.75,0.7156
M04,2025-02-14,Day,480,452,704,939,28,Material Shortage,0.9417,0.7497,0.706
M05,2025-02-14,Day,480,398,902,912,82,None,0.8292,0.989,0.8201
M05,2025-02-14,Night,480,411,877,988,69,Changeover,0.8562,0.8877,0.76
M06,2025-02-14,Day,480,353,681,748,127,Changeover,0.7354,0.9104,0.6695
M06,2025-02-14,Night,480,354,516,689,126,Mechanical Failure,0.7375,0.7489,0.5523
M07,2025-02-14,Day,480,448,662,883,32,Planned Maintenance,0.9333,0.7497,0.6997
M07,2025-02-14,Night,480,350,568,753,130,Planned Maintenance,0.7292,0.7543,0.55
M08,2025-02-14,Day,480,437,691,761,43,Mechanical Failure,0.9104,0.908,0.8266
M08,2025-02-14,Night,480,384,624,690,96,Material Shortage,0.8,0.9043,0.7234
M01,2025-02-15,Day,480,346,716,724,134,None,0.7208,0.989,0.7129
M02,2025-02-15,Day,480,365,725,744,115,Electrical Fault,0.7604,0.9745,0.741
M02,2025-02-15,Night,480,467,791,1055,13,Mechanical Failure,0.9729,0.7498,0.7295
M03,2025-02-15,Day,480,388,722,815,92,Electrical Fault,0.8083,0.8859,0.7161
M03,2025-02-15,Night,480,400,706,853,80,Operator Break,0.8333,0.8277,0.6897
M04,2025-02-15,Day,480,362,583,675,118,Quality Check Hold,0.7542,0.8637,0.6514
M04,2025-02-15,Night,480,450,581,775,30,Mechanical Failure,0.9375,0.7497,0.7028
M05,2025-02-15,Day,480,465,757,912,15,Electrical Fault,0.9688,0.83,0.8041
M05,2025-02-15,Night,480,393,807,903,87,Quality Check Hold,0.8188,0.8937,0.7318
M06,2025-02-15,Day,480,444,586,782,36,Electrical Fault,0.925,0.7494,0.6932
M06,2025-02-15,Night,480,375,486,633,105,Changeover,0.7812,0.7678,0.5998
M07,2025-02-15,Day,480,457,769,1026,23,Mechanical Failure,0.9521,0.7495,0.7136
M07,2025-02-15,Night,480,347,468,616,133,Mechanical Failure,0.7229,0.7597,0.5492
M08,2025-02-15,Day,480,396,797,833,84,Operator Break,0.825,0.9568,0.7894
M08,2025-02-15,Night,480,470,581,775,10,Planned Maintenance,0.9792,0.7497,0.7341
M01,2025-02-16,Day,480,462,815,979,18,Changeover,0.9625,0.8325,0.8013
M01,2025-02-16,Night,480,336,798,807,144,Changeover,0.7,0.9888,0.6922
M02,2025-02-16,Day,480,447,746,904,33,Operator Break,0.9312,0.8252,0.7684
M02,2025-02-16,Night,480,344,785,814,136,Changeover,0.7167,0.9644,0.6912
M03,2025-02-16,Day,480,345,739,747,135,Material Shortage,0.7188,0.9893,0.7111
M04,2025-02-16,Night,480,353,625,716,127,Mechanical Failure,0.7354,0.8729,0.6419
M05,2025-02-16,Day,480,439,900,933,41,Electrical Fault,0.9146,0.9646,0.8822
M05,2025-02-16,Night,480,424,773,996,56,Mechanical Failure,0.8833,0.7761,0.6855
M06,2025-02-16,Day,480,401,570,753,79,Changeover,0.8354,0.757,0.6324
M06,2025-02-16,Night,480,436,668,891,44,Mechanical Failure,0.9083,0.7497,0.681
M07,2025-02-16,Day,480,374,572,739,106,Mechanical Failure,0.7792,0.774,0.6031
M07,2025-02-16,Night,480,433,711,948,47,Mechanical Failure,0.9021,0.75,0.6766
M08,2025-02-16,Day,480,366,858,867,114,Material Shortage,0.7625,0.9896,0.7546
M08,2025-02-16,Night,480,433,615,820,47,Operator Break,0.9021,0.75,0.6766
M01,2025-02-17,Day,480,384,713,721,96,Material Shortage,0.8,0.9889,0.7911
M01,2025-02-17,Night,480,443,604,745,37,Changeover,0.9229,0.8107,0.7482
M02,2025-02-17,Day,480,460,838,1016,20,Planned Maintenance,0.9583,0.8248,0.7904
M02,2025-02-17,Night,480,436,632,843,44,Mechanical Failure,0.9083,0.7497,0.681
M03,2025-02-17,Day,480,336,614,621,144,Operator Break,0.7,0.9887,0.6921
M03,2025-02-17,Night,480,416,549,733,64,Planned Maintenance,0.8667,0.749,0.6492
M04,2025-02-17,Day,480,377,699,841,103,Electrical Fault,0.7854,0.8312,0.6528
M04,2025-02-17,Night,480,447,625,834,33,Planned Maintenance,0.9312,0.7494,0.6978
M05,2025-02-17,Day,480,454,688,805,26,Electrical Fault,0.9458,0.8547,0.8084
M05,2025-02-17,Night,480,411,834,979,69,Mechanical Failure,0.8562,0.8519,0.7294
M06,2025-02-17,Day,480,407,581,742,73,Planned Maintenance,0.8479,0.783,0.6639
M06,2025-02-17,Night,480,393,595,794,87,Material Shortage,0.8188,0.7494,0.6136
M07,2025-02-17,Day,480,358,640,824,122,Changeover,0.7458,0.7767,0.5793
M07,2025-02-17,Night,480,423,657,876,57,Mechanical Failure,0.8812,0.75,0.6609
M08,2025-02-17,Day,480,447,754,913,33,None,0.9312,0.8258,0.769
M08,2025-02-17,Night,480,452,723,965,28,Planned Maintenance,0.9417,0.7492,0.7055
M01,2025-02-18,Day,480,407,899,925,73,Electrical Fault,0.8479,0.9719,0.8241
M01,2025-02-18,Night,480,400,794,937,80,Material Shortage,0.8333,0.8474,0.7061
M02,2025-02-18,Night,480,398,654,778,82,Mechanical Failure,0.8292,0.8406,0.697
M03,2025-02-18,Day,480,379,794,808,101,Operator Break,0.7896,0.9827,0.7759
M03,2025-02-18,Night,480,376,586,737,104,Material Shortage,0.7833,0.7951,0.6228
M04,2025-02-18,Day,480,392,737,913,88,Quality Check Hold,0.8167,0.8072,0.6592
M04,2025-02-18,Night,480,428,684,913,52,Planned Maintenance,0.8917,0.7492,0.6681
M05,2025-02-18,Day,480,401,714,722,79,Operator Break,0.8354,0.9889,0.8261
M05,2025-02-18,Night,480,385,605,700,95,Mechanical Failure,0.8021,0.8643,0.6933
M06,2025-02-18,Day,480,373,587,717,107,None,0.7771,0.8187,0.6362
M06,2025-02-18,Night,480,428,674,899,52,Mechanical Failure,0.8917,0.7497,0.6685
M07,2025-02-18,Day,480,433,743,991,47,Mechanical Failure,0.9021,0.7497,0.6763
M07,2025-02-18,Night,480,445,736,982,35,Mechanical Failure,0.9271,0.7495,0.6949
M08,2025-02-18,Day,480,413,854,913,67,Planned Maintenance,0.8604,0.9354,0.8048
M08,2025-02-18,Night,480,362,624,637,118,Quality Check Hold,0.7542,0.9796,0.7388
M01,2025-02-19,Day,480,442,969,1063,38,Electrical Fault,0.9208,0.9116,0.8394
M01,2025-02-19,Night,480,459,774,1025,21,Changeover,0.9562,0.7551,0.722
M02,2025-02-19,Day,480,363,841,850,117,Planned Maintenance,0.7562,0.9894,0.7482
M02,2025-02-19,Night,480,389,784,950,91,Changeover,0.8104,0.8253,0.6688
M03,2025-02-19,Day,480,379,656,673,101,Electrical Fault,0.7896,0.9747,0.7696
M03,2025-02-19,Night,480,377,660,747,103,Changeover,0.7854,0.8835,0.6939
M04,2025-02-19,Day,480,410,634,815,70,Material Shortage,0.8542,0.7779,0.6645
M04,2025-02-19,Night,480,457,754,1006,23,Mechanical Failure,0.9521,0.7495,0.7136
M05,2025-02-19,Day,480,372,725,733,108,Planned Maintenance,0.775,0.9891,0.7666
M05,2025-02-19,Night,480,343,710,718,137,Planned Maintenance,0.7146,0.9889,0.7067
M06,2025-02-19,Day,480,336,506,569,144,Material Shortage,0.7,0.8893,0.6225
M06,2025-02-19,Night,480,365,607,763,115,Planned Maintenance,0.7604,0.7955,0.6049
M07,2025-02-19,Day,480,353,660,840,127,Material Shortage,0.7354,0.7857,0.5778
M07,2025-02-19,Night,480,357,618,824,123,Changeover,0.7438,0.75,0.5578
M08,2025-02-19,Day,480,391,778,786,89,Quality Check Hold,0.8146,0.9898,0.8063
M08,2025-02-19,Night,480,377,620,727,103,Mechanical Failure,0.7854,0.8528,0.6698
M01,2025-02-20,Day,480,354,840,849,126,Mechanical Failure,0.7375,0.9894,0.7297
M01,2025-02-20,Night,480,435,680,825,45,None,0.9062,0.8242,0.7469
M02,2025-02-20,Day,480,434,753,832,46,Material Shortage,0.9042,0.905,0.8183
M02,2025-02-20,Night,480,426,660,866,54,Material Shortage,0.8875,0.7621,0.6764
M03,2025-02-20,Day,480,396,723,745,84,Planned Maintenance,0.825,0.9705,0.8007
M03,2025-02-20,Night,480,394,597,788,86,Mechanical Failure,0.8208,0.7576,0.6218
M04,2025-02-20,Day,480,457,619,826,23,Operator Break,0.9521,0.7494,0.7135
M04,2025-02-20,Night,480,356,597,719,124,Material Shortage,0.7417,0.8303,0.6158
M05,2025-02-20,Day,480,381,712,725,99,Quality Check Hold,0.7938,0.9821,0.7796
M05,2025-02-20,Night,480,459,670,894,21,Planned Maintenance,0.9562,0.7494,0.7166
M06,2025-02-20,Day,480,343,661,709,137,Mechanical Failure,0.7146,0.9323,0.6662
M06,2025-02-20,Night,480,374,490,644,106,Mechanical Failure,0.7792,0.7609,0.5929
M07,2025-02-20,Day,480,351,625,713,129,Mechanical Failure,0.7312,0.8766,0.641
M07,2025-02-20,Night,480,409,693,924,71,Material Shortage,0.8521,0.75,0.6391
M08,2025-02-20,Day,480,404,781,821,76,Electrical Fault,0.8417,0.9513,0.8007
M08,2025-02-20,Night,480,413,765,914,67,Planned Maintenance,0.8604,0.837,0.7202
M01,2025-02-21,Day,480,396,639,691,84,Mechanical Failure,0.825,0.9247,0.7629
M01,2025-02-21,Night,480,424,830,1050,56,Planned Maintenance,0.8833,0.7905,0.6982
M02,2025-02-21,Day,480,453,847,962,27,Planned Maintenance,0.9438,0.8805,0.831
M02,2025-02-21,Night,480,338,755,777,142,Planned Maintenance,0.7042,0.9717,0.6843
M03,2025-02-21,Day,480,400,755,879,80,Electrical Fault,0.8333,0.8589,0.7157
M03,2025-02-21,Night,480,398,648,865,82,Quality Check Hold,0.8292,0.7491,0.6212
M04,2025-02-21,Day,480,414,721,896,66,Operator Break,0.8625,0.8047,0.6941
M04,2025-02-21,Night,480,338,599,693,142,Planned Maintenance,0.7042,0.8644,0.6087
M05,2025-02-21,Day,480,373,795,804,107,Changeover,0.7771,0.9888,0.7684
M05,2025-02-21,Night,480,392,783,916,88,Quality Check Hold,0.8167,0.8548,0.6981
M06,2025-02-21,Day,480,435,703,938,45,Planned Maintenance,0.9062,0.7495,0.6792
M07,2025-02-21,Day,480,454,639,852,26,Material Shortage,0.9458,0.75,0.7093
M07,2025-02-21,Night,480,355,492,657,125,Changeover,0.7396,0.7489,0.5539
M08,2025-02-21,Day,480,444,732,821,36,Mechanical Failure,0.925,0.8916,0.8247
M08,2025-02-21,Night,480,339,713,721,141,Planned Maintenance,0.7062,0.9889,0.6984
M01,2025-02-22,Day,480,425,756,787,55,Mechanical Failure,0.8854,0.9606,0.8505
M01,2025-02-22,Night,480,394,772,863,86,Planned Maintenance,0.8208,0.8946,0.7343
M02,2025-02-22,Day,480,366,701,709,114,Changeover,0.7625,0.9887,0.7539
M02,2025-02-22,Night,480,417,789,986,63,Planned Maintenance,0.8688,0.8002,0.6952
M03,2025-02-22,Day,480,389,671,706,91,None,0.8104,0.9504,0.7702
M03,2025-02-22,Night,480,429,597,797,51,Material Shortage,0.8938,0.7491,0.6695
M04,2025-02-22,Day,480,403,664,766,77,Planned Maintenance,0.8396,0.8668,0.7278
M04,2025-02-22,Night,480,454,714,953,26,Mechanical Failure,0.9458,0.7492,0.7086
M05,2025-02-22,Day,480,388,763,771,92,None,0.8083,0.9896,0.7999
M05,2025-02-22,Night,480,460,681,873,20,Material Shortage,0.9583,0.7801,0.7476
M06,2025-02-22,Day,480,400,608,740,80,Planned Maintenance,0.8333,0.8216,0.6846
M06,2025-02-22,Night,480,438,714,952,42,Changeover,0.9125,0.75,0.6844
M07,2025-02-22,Day,480,385,594,793,95,Changeover,0.8021,0.7491,0.6009
M07,2025-02-22,Night,480,416,663,885,64,None,0.8667,0.7492,0.6493
M08,2025-02-22,Day,480,424,761,809,56,Changeover,0.8833,0.9407,0.8309
M08,2025-02-22,Night,480,367,800,814,113,Planned Maintenance,0.7646,0.9828,0.7514
M01,2025-02-23,Day,480,357,698,706,123,Mechanical Failure,0.7438,0.9887,0.7354
M01,2025-02-23,Night,480,386,565,676,94,Planned Maintenance,0.8042,0.8358,0.6722
M02,2025-02-23,Day,480,379,731,787,101,Electrical Fault,0.7896,0.9288,0.7334
M02,2025-02-23,Night,480,445,750,1000,35,Electrical Fault,0.9271,0.75,0.6953
M03,2025-02-23,Day,480,377,706,777,103,Planned Maintenance,0.7854,0.9086,0.7136
M03,2025-02-23,Night,480,337,641,722,143,Electrical Fault,0.7021,0.8878,0.6233
M04,2025-02-23,Day,480,359,635,706,121,Material Shortage,0.7479,0.8994,0.6727
M04,2025-02-23,Night,480,439,568,758,41,Mechanical Failure,0.9146,0.7493,0.6853
M05,2025-02-23,Day,480,430,760,805,50,Material Shortage,0.8958,0.9441,0.8457
M05,2025-02-23,Night,480,362,731,739,118,Planned Maintenance,0.7542,0.9892,0.7461
M06,2025-02-23,Day,480,460,801,1069,20,Electrical Fault,0.9583,0.7493,0.7181
M06,2025-02-23,Night,480,394,590,787,86,Planned Maintenance,0.8208,0.7497,0.6154
M07,2025-02-23,Night,480,407,585,780,73,Changeover,0.8479,0.75,0.6359
M08,2025-02-23,Day,480,439,718,779,41,Planned Maintenance,0.9146,0.9217,0.843
M08,2025-02-23,Night,480,470,768,1025,10,Planned Maintenance,0.9792,0.7493,0.7337
M01,2025-02-24,Day,480,393,699,726,87,Operator Break,0.8188,0.9628,0.7883
M01,2025-02-24,Night,480,410,587,691,70,Changeover,0.8542,0.8495,0.7256
M02,2025-02-24,Day,480,355,729,737,125,Electrical Fault,0.7396,0.9891,0.7315
M02,2025-02-24,Night,480,404,615,779,76,Planned Maintenance,0.8417,0.7895,0.6645
M03,2025-02-24,Day,480,366,644,651,114,Material Shortage,0.7625,0.9892,0.7543
M03,2025-02-24,Night,480,414,566,755,66,Material Shortage,0.8625,0.7497,0.6466
M04,2025-02-24,Day,480,392,658,739,88,None,0.8167,0.8904,0.7272
M04,2025-02-24,Night,480,385,613,816,95,None,0.8021,0.7512,0.6025
M05,2025-02-24,Day,480,452,754,818,28,Operator Break,0.9417,0.9218,0.8681
M05,2025-02-24,Night,480,397,697,755,83,Mechanical Failure,0.8271,0.9232,0.7636
M06,2025-02-24,Day,480,418,701,935,62,Quality Check Hold,0.8708,0.7497,0.6528
M06,2025-02-24,Night,480,439,682,910,41,Mechanical Failure,0.9146,0.7495,0.6855
M07,2025-02-24,Day,480,410,530,707,70,Operator Break,0.8542,0.7496,0.6403
M07,2025-02-24,Night,480,467,620,827,13,Planned Maintenance,0.9729,0.7497,0.7294
M08,2025-02-24,Day,480,403,672,679,77,Mechanical Failure,0.8396,0.9897,0.831
M08,2025-02-24,Night,480,412,786,942,68,Planned Maintenance,0.8583,0.8344,0.7162
M01,2025-02-25,Day,480,401,764,772,79,Electrical Fault,0.8354,0.9896,0.8267
M01,2025-02-25,Night,480,365,579,613,115,Mechanical Failure,0.7604,0.9445,0.7182
M02,2025-02-25,Day,480,377,834,845,103,None,0.7854,0.987,0.7752
M02,2025-02-25,Night,480,435,712,921,45,Planned Maintenance,0.9062,0.7731,0.7006
M03,2025-02-25,Day,480,420,623,706,60,Electrical Fault,0.875,0.8824,0.7721
M03,2025-02-25,Night,480,337,635,706,143,Operator Break,0.7021,0.8994,0.6315
M04,2025-02-25,Day,480,427,695,927,53,Mechanical Failure,0.8896,0.7497,0.6669
M04,2025-02-25,Night,480,413,647,857,67,Changeover,0.8604,0.755,0.6496
M05,2025-02-25,Day,480,467,834,929,13,Material Shortage,0.9729,0.8977,0.8734
M05,2025-02-25,Night,480,359,658,698,121,Mechanical Failure,0.7479,0.9427,0.705
M06,2025-02-25,Night,480,346,569,676,134,Mechanical Failure,0.7208,0.8417,0.6067
M07,2025-02-25,Day,480,390,576,727,90,Material Shortage,0.8125,0.7923,0.6437
M07,2025-02-25,Night,480,350,449,595,130,Operator Break,0.7292,0.7546,0.5503
M08,2025-02-25,Day,480,354,625,632,126,Mechanical Failure,0.7375,0.9889,0.7293
M08,2025-02-25,Night,480,391,791,865,89,Material Shortage,0.8146,0.9145,0.745
M01,2025-02-26,Day,480,395,655,696,85,Operator Break,0.8229,0.9411,0.7744
M01,2025-02-26,Night,480,398,663,789,82,Changeover,0.8292,0.8403,0.6968
M02,2025-02-26,Day,480,400,758,776,80,Mechanical Failure,0.8333,0.9768,0.814
M02,2025-02-26,Night,480,417,668,804,63,Material Shortage,0.8688,0.8308,0.7218
M03,2025-02-26,Day,480,357,657,664,123,Electrical Fault,0.7438,0.9895,0.736
M03,2025-02-26,Night,480,459,839,1119,21,Material Shortage,0.9562,0.7498,0.717
M04,2025-02-26,Day,480,387,755,829,93,Quality Check Hold,0.8062,0.9107,0.7342
M04,2025-02-26,Night,480,465,814,1086,15,Planned Maintenance,0.9688,0.7495,0.7261
M05,2025-02-26,Day,480,441,727,853,39,Operator Break,0.9188,0.8523,0.7831
M05,2025-02-26,Night,480,452,777,1010,28,Changeover,0.9417,0.7693,0.7244
M06,2025-02-26,Day,480,371,631,780,109,Mechanical Failure,0.7729,0.809,0.6253
M06,2025-02-26,Night,480,338,623,785,142,Changeover,0.7042,0.7936,0.5589
M07,2025-02-26,Day,480,393,579,773,87,Planned Maintenance,0.8188,0.749,0.6133
M07,2025-02-26,Night,480,341,512,663,139,Electrical Fault,0.7104,0.7722,0.5486
M08,2025-02-26,Day,480,452,680,786,28,Mechanical Failure,0.9417,0.8651,0.8147
M08,2025-02-26,Night,480,395,814,899,85,Planned Maintenance,0.8229,0.9055,0.7451
M01,2025-02-27,Day,480,384,827,848,96,Quality Check Hold,0.8,0.9752,0.7802
M01,2025-02-27,Night,480,382,774,881,98,Mechanical Failure,0.7958,0.8785,0.6991
M02,2025-02-27,Day,480,433,733,903,47,Changeover,0.9021,0.8117,0.7322
M02,2025-02-27,Night,480,424,823,1024,56,Changeover,0.8833,0.8037,0.7099
M03,2025-02-27,Day,480,385,726,786,95,Quality Check Hold,0.8021,0.9237,0.7409
M03,2025-02-27,Night,480,455,700,934,25,None,0.9479,0.7495,0.7105
M04,2025-02-27,Day,480,356,572,622,124,None,0.7417,0.9196,0.6821
M04,2025-02-27,Night,480,370,580,709,110,Changeover,0.7708,0.8181,0.6306
M05,2025-02-27,Day,480,441,786,848,39,Mechanical Failure,0.9188,0.9269,0.8516
M05,2025-02-27,Night,480,397,689,817,83,None,0.8271,0.8433,0.6975
M06,2025-02-27,Day,480,394,583,741,86,Material Shortage,0.8208,0.7868,0.6458
M06,2025-02-27,Night,480,428,606,809,52,Planned Maintenance,0.8917,0.7491,0.668
M07,2025-02-27,Day,480,384,581,738,96,Mechanical Failure,0.8,0.7873,0.6298
M07,2025-02-27,Night,480,381,624,833,99,Mechanical Failure,0.7938,0.7491,0.5946
M08,2025-02-27,Day,480,356,692,699,124,Planned Maintenance,0.7417,0.99,0.7343
M08,2025-02-27,Night,480,461,836,1115,19,Changeover,0.9604,0.7498,0.7201
M01,2025-02-28,Day,480,384,809,818,96,Material Shortage,0.8,0.989,0.7912
M01,2025-02-28,Night,480,448,756,1009,32,Planned Maintenance,0.9333,0.7493,0.6993
M02,2025-02-28,Day,480,446,895,1022,34,Changeover,0.9292,0.8757,0.8137
M02,2025-02-28,Night,480,408,556,704,72,Material Shortage,0.85,0.7898,0.6713
M03,2025-02-28,Day,480,461,641,855,19,Operator Break,0.9604,0.7497,0.72
M03,2025-02-28,Night,480,428,585,781,52,Mechanical Failure,0.8917,0.749,0.6679
M04,2025-02-28,Day,480,443,689,871,37,Mechanical Failure,0.9229,0.791,0.73
M04,2025-02-28,Night,480,463,721,962,17,Planned Maintenance,0.9646,0.7495,0.723
M05,2025-02-28,Day,480,413,646,675,67,None,0.8604,0.957,0.8234
M05,2025-02-28,Night,480,455,760,1005,25,Electrical Fault,0.9479,0.7562,0.7168
M06,2025-02-28,Day,480,378,590,692,102,Changeover,0.7875,0.8526,0.6714
M06,2025-02-28,Night,480,466,587,783,14,Planned Maintenance,0.9708,0.7497,0.7278
M07,2025-02-28,Day,480,351,661,792,129,Changeover,0.7312,0.8346,0.6103
M07,2025-02-28,Night,480,442,591,788,38,Operator Break,0.9208,0.75,0.6906
M08,2025-02-28,Day,480,351,613,620,129,None,0.7312,0.9887,0.7229
M08,2025-02-28,Night,480,396,693,804,84,Planned Maintenance,0.825,0.8619,0.7111
M01,2025-03-01,Day,480,377,902,912,103,Mechanical Failure,0.7854,0.989,0.7768
M01,2025-03-01,Night,480,406,845,945,74,Planned Maintenance,0.8458,0.8942,0.7563
M02,2025-03-01,Day,480,386,897,911,94,Mechanical Failure,0.8042,0.9846,0.7918
M02,2025-03-01,Night,480,410,796,978,70,Planned Maintenance,0.8542,0.8139,0.6952
M03,2025-03-01,Day,480,375,671,703,105,Mechanical Failure,0.7812,0.9545,0.7457
M03,2025-03-01,Night,480,377,692,782,103,Planned Maintenance,0.7854,0.8849,0.695
M04,2025-03-01,Day,480,350,747,793,130,Mechanical Failure,0.7292,0.942,0.6869
M04,2025-03-01,Night,480,362,482,621,118,Electrical Fault,0.7542,0.7762,0.5854
M05,2025-03-01,Day,480,380,904,914,100,Mechanical Failure,0.7917,0.9891,0.7831
M05,2025-03-01,Night,480,430,714,846,50,Material Shortage,0.8958,0.844,0.7561
M06,2025-03-01,Day,480,412,681,848,68,Planned Maintenance,0.8583,0.8031,0.6893
M06,2025-03-01,Night,480,415,659,879,65,Mechanical Failure,0.8646,0.7497,0.6482
M07,2025-03-01,Day,480,413,609,813,67,Material Shortage,0.8604,0.7491,0.6445
M07,2025-03-01,Night,480,410,543,724,70,Operator Break,0.8542,0.75,0.6406
M08,2025-03-01,Day,480,342,653,660,138,Changeover,0.7125,0.9894,0.7049
M08,2025-03-01,Night,480,395,654,796,85,Electrical Fault,0.8229,0.8216,0.6761
M01,2025-03-02,Day,480,422,664,732,58,Changeover,0.8792,0.9071,0.7975
M01,2025-03-02,Night,480,344,654,661,136,Planned Maintenance,0.7167,0.9894,0.7091
M02,2025-03-02,Day,480,351,669,676,129,Changeover,0.7312,0.9896,0.7236
M02,2025-03-02,Night,480,389,732,856,91,Quality Check Hold,0.8104,0.8551,0.693
M03,2025-03-02,Day,480,414,668,799,66,Mechanical Failure,0.8625,0.836,0.721
M03,2025-03-02,Night,480,415,578,764,65,Planned Maintenance,0.8646,0.7565,0.6541
M04,2025-03-02,Day,480,354,659,667,126,Changeover,0.7375,0.988,0.7286
M04,2025-03-02,Night,480,364,548,712,116,Changeover,0.7583,0.7697,0.5837
M05,2025-03-02,Day,480,419,812,821,61,Electrical Fault,0.8729,0.989,0.8633
M05,2025-03-02,Night,480,358,772,780,122,Operator Break,0.7458,0.9897,0.7381
M06,2025-03-02,Day,480,359,577,677,121,Operator Break,0.7479,0.8523,0.6374
M06,2025-03-02,Night,480,439,654,872,41,Electrical Fault,0.9146,0.75,0.6859
M07,2025-03-02,Day,480,437,612,816,43,Planned Maintenance,0.9104,0.75,0.6828
M07,2025-03-02,Night,480,447,603,804,33,Mechanical Failure,0.9312,0.75,0.6984
M08,2025-03-02,Day,480,457,670,808,23,Electrical Fault,0.9521,0.8292,0.7895
M08,2025-03-02,Night,480,468,604,806,12,Changeover,0.975,0.7494,0.7307
M01,2025-03-03,Day,480,349,730,738,131,Mechanical Failure,0.7271,0.9892,0.7192
M01,2025-03-03,Night,480,444,768,933,36,Electrical Fault,0.925,0.8232,0.7615
M02,2025-03-03,Day,480,373,819,840,107,Electrical Fault,0.7771,0.975,0.7577
M02,2025-03-03,Night,480,418,800,956,62,Changeover,0.8708,0.8368,0.7287
M03,2025-03-03,Day,480,442,757,912,38,Electrical Fault,0.9208,0.83,0.7643
M03,2025-03-03,Night,480,466,598,798,14,None,0.9708,0.7494,0.7275
M04,2025-03-03,Day,480,348,620,627,132,Changeover,0.725,0.9888,0.7169
M04,2025-03-03,Night,480,347,638,799,133,Electrical Fault,0.7229,0.7985,0.5772
M05,2025-03-03,Day,480,384,757,765,96,Changeover,0.8,0.9895,0.7916
M05,2025-03-03,Night,480,369,645,652,111,Operator Break,0.7688,0.9893,0.7606
M06,2025-03-03,Day,480,433,810,1080,47,Mechanical Failure,0.9021,0.75,0.6766
M06,2025-03-03,Night,480,369,684,874,111,Changeover,0.7688,0.7826,0.6017
M07,2025-03-03,Day,480,446,576,769,34,Changeover,0.9292,0.749,0.696
M07,2025-03-03,Night,480,406,646,862,74,Electrical Fault,0.8458,0.7494,0.6338
M08,2025-03-03,Day,480,438,816,918,42,Operator Break,0.9125,0.8889,0.8111
M08,2025-03-03,Night,480,344,667,674,136,Quality Check Hold,0.7167,0.9896,0.7092
M01,2025-03-04,Day,480,406,742,750,74,Quality Check Hold,0.8458,0.9893,0.8367
M01,2025-03-04,Night,480,430,723,909,50,Electrical Fault,0.8958,0.7954,0.7125
M02,2025-03-04,Day,480,428,755,908,52,Planned Maintenance,0.8917,0.8315,0.7414
M02,2025-03-04,Night,480,381,636,757,99,Changeover,0.7938,0.8402,0.667
M03,2025-03-04,Day,480,400,694,770,80,Mechanical Failure,0.8333,0.9013,0.7511
M03,2025-03-04,Night,480,398,724,902,82,Electrical Fault,0.8292,0.8027,0.6656
M04,2025-03-04,Day,480,470,591,789,10,Electrical Fault,0.9792,0.749,0.7334
M04,2025-03-04,Night,480,414,628,838,66,Operator Break,0.8625,0.7494,0.6464
M05,2025-03-04,Day,480,423,788,896,57,Changeover,0.8812,0.8795,0.775
M05,2025-03-04,Night,480,353,728,736,127,Mechanical Failure,0.7354,0.9891,0.7274
M06,2025-03-04,Day,480,358,605,731,122,Material Shortage,0.7458,0.8276,0.6172
M06,2025-03-04,Night,480,378,663,884,102,Planned Maintenance,0.7875,0.75,0.5906
M07,2025-03-04,Day,480,371,603,805,109,Mechanical Failure,0.7729,0.7491,0.579
M07,2025-03-04,Night,480,406,541,722,74,Electrical Fault,0.8458,0.7493,0.6338
M08,2025-03-04,Day,480,407,864,875,73,Mechanical Failure,0.8479,0.9874,0.8372
M08,2025-03-04,Night,480,398,758,859,82,Electrical Fault,0.8292,0.8824,0.7317
